,Complaint_ID,Customer_ID,Complaint_Date,Complaint_Type,Priority,Status,Resolution_Days,Channel
1634,CM001635,C01818,2025-08-16,LOAN QUERY,Critical,Escalated,,Social Media
1635,CM001636,C00073,2025-09-14,KYC UPDATE,Medium,Escalated,,Email
1636,CM001637,C02377,2024-10-18,CARD ISSUE,Critical,Escalated,,Call Center
1637,CM001638,C01290,2024-08-17,ACCOUNT SERVICE,Medium,Escalated,,Email
1638,CM001639,C02905,2026-02-03,FRAUD COMPLAINT,Low,Open,,Branch
1639,CM001640,C04991,2025-01-25,CARD ISSUE,Medium,Open,,Email
1640,CM001641,C03269,2024-11-28,CARD ISSUE,Medium,Closed,3.0,Branch
1641,CM001642,C03091,2026-01-25,ACCOUNT SERVICE,Medium,Pending,,Branch
1642,CM001643,C04133,2024-09-19,KYC UPDATE,Medium,Pending,,Branch
1643,CM001644,C03886,2024-09-13,KYC UPDATE,Medium,Pending,,Branch
1644,CM001645,C01594,2024-08-02,FRAUD COMPLAINT,Low,Pending,,Branch
1645,CM001646,C03215,2026-02-19,TRANSACTION DISPUTE,Low,Escalated,,Social Media
1646,CM001647,C04291,2026-03-10,KYC UPDATE,Low,Pending,,Social Media
1647,CM001648,C04063,2024-05-03,ACCOUNT SERVICE,High,Open,,App
1648,CM001649,C04463,2025-09-24,TRANSACTION DISPUTE,Low,Closed,30.0,Social Media
1649,CM001650,C03449,2026-02-19,CHARGES DISPUTE,High,Open,,Branch
1650,CM001651,C01861,2024-03-06,CHARGES DISPUTE,Low,Pending,,Social Media
1651,CM001652,C00934,2025-11-08,TRANSACTION DISPUTE,High,Closed,2.0,Social Media
1652,CM001653,C03686,2025-05-24,FRAUD COMPLAINT,Medium,Open,,Call Center
1653,CM001654,C02810,2026-05-16,KYC UPDATE,Medium,Closed,0.0,Branch
1654,CM001655,C00082,2026-01-14,CHARGES DISPUTE,Low,Open,,Email
1655,CM001656,C01208,2026-01-16,TRANSACTION DISPUTE,Low,Closed,15.0,Call Center
1656,CM001657,C03301,2024-08-14,LOAN QUERY,Low,Closed,2.0,Call Center
1657,CM001658,C03976,2024-10-26,TRANSACTION DISPUTE,High,Closed,,Social Media
1658,CM001659,C00025,2026-02-09,ACCOUNT SERVICE,Medium,Escalated,,App
1659,CM001660,C02778,2024-09-08,FRAUD COMPLAINT,High,Closed,1.0,App
1660,CM001661,C01219,2026-04-05,ACCOUNT SERVICE,High,Escalated,,Social Media
1661,CM001662,C03321,2025-10-20,CARD ISSUE,Medium,Closed,2.0,Social Media
1662,CM001663,C01784,2025-08-05,LOAN QUERY,Low,Escalated,,App
1663,CM001664,C00722,2024-01-08,KYC UPDATE,Medium,Open,,App
1664,CM001665,C00064,2026-03-19,KYC UPDATE,Medium,Pending,,Email
1665,CM001666,C01856,2024-05-19,TRANSACTION DISPUTE,Low,Pending,,Call Center
1666,CM001667,C01658,2026-04-23,LOAN QUERY,Low,Escalated,,Call Center
1667,CM001668,C01057,2026-02-02,LOAN QUERY,Medium,Pending,,Call Center
1668,CM001669,C03308,2025-12-30,LOAN QUERY,Medium,Escalated,,Call Center
1669,CM001670,C00342,2026-04-25,ACCOUNT SERVICE,Low,Closed,10.0,Social Media
1670,CM001671,C01056,2026-01-18,KYC UPDATE,Low,Escalated,,Email
1671,CM001672,C00013,2024-11-07,LOAN QUERY,Low,Closed,5.0,Social Media
1672,CM001673,C01934,2025-07-23,KYC UPDATE,Medium,Pending,,Branch
1673,CM001674,C04883,2024-10-31,KYC UPDATE,Medium,Open,,App
1674,CM001675,C04119,2025-10-06,CHARGES DISPUTE,High,Closed,5.0,Email
1675,CM001676,C02947,2026-06-28,LOAN QUERY,Medium,Open,,Call Center
1676,CM001677,C04127,2025-12-29,LOAN QUERY,Critical,Open,,Branch
1677,CM001678,C00989,2025-03-21,LOAN QUERY,Low,Pending,,Social Media
1678,CM001679,C04335,2024-11-12,TRANSACTION DISPUTE,Medium,Open,,Branch
1679,CM001680,C02779,2025-08-11,CHARGES DISPUTE,Medium,Open,,Call Center
1680,CM001681,C00025,2025-02-01,KYC UPDATE,Medium,Closed,7.0,Email
1681,CM001682,C01098,2026-06-01,ACCOUNT SERVICE,Medium,Pending,,Call Center
1682,CM001683,C00547,2025-01-23,LOAN QUERY,Medium,Escalated,,App
1683,CM001684,C02408,2026-01-22,LOAN QUERY,Low,Open,,Social Media
1684,CM001685,C03641,2024-01-14,TRANSACTION DISPUTE,High,Escalated,,Email
1685,CM001686,C00990,2025-08-11,ACCOUNT SERVICE,Low,Open,,Email
1686,CM001687,C04351,2025-01-14,FRAUD COMPLAINT,Low,Escalated,,Social Media
1687,CM001688,C01758,2024-07-12,TRANSACTION DISPUTE,Medium,Open,,App
1688,CM001689,C04487,2024-04-29,TRANSACTION DISPUTE,Medium,Closed,5.0,Social Media
1689,CM001690,C04085,2025-10-30,TRANSACTION DISPUTE,Medium,Open,,Call Center
1690,CM001691,C04043,2025-04-09,TRANSACTION DISPUTE,Low,Escalated,,Social Media
1691,CM001692,C00195,2024-09-29,TRANSACTION DISPUTE,Low,Closed,30.0,App
1692,CM001693,C00289,2025-03-16,CARD ISSUE,Low,Pending,,App
1693,CM001694,C04582,2026-03-04,KYC UPDATE,Low,Closed,5.0,Social Media
1694,CM001695,C03783,2025-06-09,FRAUD COMPLAINT,Medium,Escalated,,Email
1695,CM001696,C03381,2025-02-04,TRANSACTION DISPUTE,Critical,Pending,,Email
1696,CM001697,C04195,2026-05-18,TRANSACTION DISPUTE,Low,Open,,Branch
1697,CM001698,C02487,2024-07-17,LOAN QUERY,Medium,Escalated,,Call Center
1698,CM001699,C02837,2025-08-06,CARD ISSUE,High,Closed,7.0,App
1699,CM001700,C04973,2025-06-02,CHARGES DISPUTE,High,Escalated,,Branch
1700,CM001701,C01903,2024-02-10,CARD ISSUE,Medium,Pending,,Email
1701,CM001702,C04353,2026-05-23,TRANSACTION DISPUTE,Low,Open,,Branch
1702,CM001703,C02260,2024-04-03,TRANSACTION DISPUTE,High,Pending,,Social Media
1703,CM001704,C00657,2026-01-23,TRANSACTION DISPUTE,Medium,Open,,Social Media
1704,CM001705,C03528,2024-07-18,LOAN QUERY,Low,Open,,Call Center
1705,CM001706,C01965,2024-03-05,LOAN QUERY,Medium,Escalated,,Email
1706,CM001707,C03705,2025-04-05,CHARGES DISPUTE,High,Open,,App
1707,CM001708,C00733,2025-05-17,,Low,Closed,0.0,App
1708,CM001709,C04700,2024-09-02,ACCOUNT SERVICE,Medium,Closed,1.0,Call Center
1709,CM001710,C02483,2025-04-04,CHARGES DISPUTE,High,Open,,Email
1710,CM001711,C03330,2024-12-11,FRAUD COMPLAINT,High,Closed,15.0,App
1711,CM001712,C03478,2024-03-11,KYC UPDATE,High,Pending,,Branch
1712,CM001713,C04960,2026-05-25,CARD ISSUE,Medium,Closed,10.0,Call Center
1713,CM001714,C02825,2025-03-10,LOAN QUERY,Medium,Pending,,App
1714,CM001715,C03211,2024-11-19,ACCOUNT SERVICE,Medium,Closed,1.0,App
1715,CM001716,C02931,2025-07-12,CHARGES DISPUTE,Low,Pending,,Social Media
1716,CM001717,C01306,2024-11-25,FRAUD COMPLAINT,Medium,Escalated,,App
1717,CM001718,C01460,2024-06-24,LOAN QUERY,Medium,Closed,2.0,App
1718,CM001719,C04960,2025-03-30,CHARGES DISPUTE,Low,Pending,,Email
1719,CM001720,C01946,2026-05-13,ACCOUNT SERVICE,Medium,Escalated,,Branch
1720,CM001721,C01443,2024-10-21,CHARGES DISPUTE,High,Closed,0.0,Email
1721,CM001722,C03720,2024-03-01,TRANSACTION DISPUTE,High,Escalated,,Branch
1722,CM001723,C04487,2024-03-20,ACCOUNT SERVICE,Low,Pending,,Call Center
1723,CM001724,C04675,2024-07-22,TRANSACTION DISPUTE,Medium,Escalated,,App
1724,CM001725,C02197,2025-06-15,FRAUD COMPLAINT,Low,Pending,,Branch
1725,CM001726,C04708,2025-07-16,LOAN QUERY,Low,Closed,0.0,Social Media
1726,CM001727,C04982,2024-12-26,LOAN QUERY,High,Closed,3.0,Branch
1727,CM001728,C02053,2025-03-08,LOAN QUERY,Low,Open,,App
1728,CM001729,C03171,2025-10-30,CARD ISSUE,Medium,Open,,Call Center
1729,CM001730,C03359,2024-09-19,CHARGES DISPUTE,High,Open,,Email
1730,CM001731,C02653,2026-04-28,CARD ISSUE,High,Pending,,Call Center
1731,CM001732,C04491,2025-04-04,CHARGES DISPUTE,High,Escalated,,App
1732,CM001733,C04773,2024-02-26,CHARGES DISPUTE,Low,Closed,7.0,Branch
1733,CM001734,C02455,2026-03-31,KYC UPDATE,Low,Pending,,Branch
1734,CM001735,C04925,2025-02-06,ACCOUNT SERVICE,Low,Open,,Email
1735,CM001736,C02299,2026-01-05,FRAUD COMPLAINT,Low,Open,,Call Center
1736,CM001737,C02490,2024-12-20,ACCOUNT SERVICE,Medium,Escalated,,Call Center
1737,CM001738,C04286,2024-02-13,CARD ISSUE,High,Closed,10.0,Call Center
1738,CM001739,C02636,2024-05-16,LOAN QUERY,Medium,Pending,,Email
1739,CM001740,C00680,2025-06-10,TRANSACTION DISPUTE,Low,Closed,7.0,Email
1740,CM001741,C04861,2025-03-03,LOAN QUERY,Medium,Closed,5.0,Branch
1741,CM001742,C02778,2024-08-03,CARD ISSUE,High,Escalated,,Call Center
1742,CM001743,C01242,2025-04-10,CHARGES DISPUTE,Low,Closed,7.0,Branch
1743,CM001744,C03861,2026-02-21,TRANSACTION DISPUTE,Medium,Pending,,Email
1744,CM001745,C02135,2024-06-26,KYC UPDATE,Low,Open,,Social Media
1745,CM001746,C03975,2024-08-03,CHARGES DISPUTE,Medium,Pending,,Social Media
1746,CM001747,C02833,2026-02-17,ACCOUNT SERVICE,Low,Pending,,App
1747,CM001748,C02002,2024-07-11,CHARGES DISPUTE,Medium,Pending,,Branch
1748,CM001749,C04512,2026-06-27,CARD ISSUE,Medium,Open,,Email
1749,CM001750,C04845,2024-11-21,LOAN QUERY,Medium,Pending,,App
1750,CM001751,C03026,2024-11-11,FRAUD COMPLAINT,High,Open,,Social Media
1751,CM001752,C03326,2026-07-06,ACCOUNT SERVICE,Medium,Pending,,Email
1752,CM001753,C01213,2025-04-27,LOAN QUERY,Medium,Escalated,,Call Center
1753,CM001754,C02114,2026-04-06,FRAUD COMPLAINT,Medium,Closed,10.0,Social Media
1754,CM001755,C01599,2024-02-27,CHARGES DISPUTE,Medium,Open,,App
1755,CM001756,C03611,2025-10-13,ACCOUNT SERVICE,Medium,Pending,,Email
1756,CM001757,C03327,2024-06-03,ACCOUNT SERVICE,Medium,Closed,1.0,Social Media
1757,CM001758,C00822,2024-07-07,,Medium,Pending,,Branch
1758,CM001759,C03424,2025-12-29,FRAUD COMPLAINT,Medium,Closed,10.0,Branch
1759,CM001760,C03820,2025-04-30,TRANSACTION DISPUTE,Low,Escalated,,Call Center
1760,CM001761,C02112,2025-05-19,FRAUD COMPLAINT,Critical,Open,,App
1761,CM001762,C04094,2026-03-18,KYC UPDATE,Medium,Closed,2.0,Email
1762,CM001763,C04656,2024-08-05,FRAUD COMPLAINT,Medium,Open,,Social Media
1763,CM001764,C01564,2025-03-31,LOAN QUERY,Medium,Escalated,,Branch
1764,CM001765,C02264,2024-06-01,FRAUD COMPLAINT,Low,Pending,,Social Media
1765,CM001766,C02904,2026-01-01,TRANSACTION DISPUTE,Medium,Escalated,,App
1766,CM001767,C04733,2026-02-04,LOAN QUERY,Low,Escalated,,Email
1767,CM001768,C02511,2026-03-18,TRANSACTION DISPUTE,Medium,Pending,,App
1768,CM001769,C03969,2024-04-07,CHARGES DISPUTE,High,Pending,,Email
1769,CM001770,C00576,2025-05-25,LOAN QUERY,Low,Escalated,,Social Media
1770,CM001771,C04987,2024-06-19,ACCOUNT SERVICE,Medium,Escalated,,App
1771,CM001772,C01169,2024-10-08,KYC UPDATE,Medium,Open,,App
1772,CM001773,C03026,2024-12-30,CARD ISSUE,Low,Pending,,Social Media
1773,CM001774,C00712,2026-06-04,ACCOUNT SERVICE,Critical,Pending,,App
1774,CM001775,C00591,2025-05-07,KYC UPDATE,Medium,Escalated,,Call Center
1775,CM001776,C04228,2024-11-23,KYC UPDATE,Low,Open,,App
1776,CM001777,C02564,2026-02-21,CHARGES DISPUTE,Medium,Escalated,,Call Center
1777,CM001778,C00352,2024-10-27,CARD ISSUE,Medium,Closed,,Branch
1778,CM001779,C01107,2024-03-08,CHARGES DISPUTE,High,Closed,2.0,Social Media
1779,CM001780,C03864,2024-03-02,ACCOUNT SERVICE,Low,Pending,,Call Center
1780,CM001781,C00651,2025-12-10,CARD ISSUE,Low,Open,,Branch
1781,CM001782,C04848,2024-06-16,CHARGES DISPUTE,Low,Escalated,,Email
1782,CM001783,C01442,2026-01-05,LOAN QUERY,Low,Open,,Social Media
1783,CM001784,C01350,2025-05-04,FRAUD COMPLAINT,Low,Closed,,App
1784,CM001785,C01324,2025-07-20,LOAN QUERY,Medium,Pending,,Social Media
1785,CM001786,C02612,2024-08-03,CARD ISSUE,Medium,Open,,Branch
1786,CM001787,C02909,2025-05-06,CHARGES DISPUTE,Low,Pending,,Social Media
1787,CM001788,C03894,2026-02-19,CARD ISSUE,Low,Escalated,,Email
1788,CM001789,C00533,2025-05-07,CARD ISSUE,High,Closed,0.0,App
1789,CM001790,C00030,2026-01-03,TRANSACTION DISPUTE,Medium,Escalated,,App
1790,CM001791,C01000,2025-12-11,CHARGES DISPUTE,Low,Open,,Social Media
1791,CM001792,C03659,2024-08-14,FRAUD COMPLAINT,High,Escalated,,Call Center
1792,CM001793,C03390,2025-08-18,TRANSACTION DISPUTE,Low,Escalated,,Social Media
1793,CM001794,C03378,2025-02-05,FRAUD COMPLAINT,Low,Pending,,App
1794,CM001795,C00380,2026-05-21,FRAUD COMPLAINT,Medium,Pending,,App
1795,CM001796,C04223,2024-01-22,LOAN QUERY,Critical,Open,,Social Media
1796,CM001797,C03360,2025-09-20,FRAUD COMPLAINT,Critical,Open,,Email
1797,CM001798,C02207,2025-09-06,ACCOUNT SERVICE,High,Pending,,Social Media
1798,CM001799,C04487,2025-02-16,CHARGES DISPUTE,Medium,Closed,5.0,App
